6/25/2009 12:00:00 AM,6/25/2009 12:00:20 AM,1001,14,18
6/25/2009 12:00:00 AM,6/25/2009 12:00:20 AM,1002,4,14
6/25/2009 12:00:00 AM,6/25/2009 12:00:20 AM,1003,77,19
6/25/2009 12:00:00 AM,6/25/2009 12:00:20 AM,1004,44,11
6/25/2009 12:00:00 AM,6/25/2009 12:00:20 AM,1005,22,16
6/25/2009 12:00:00 AM,6/25/2009 12:00:20 AM,1006,51,20
6/25/2009 12:00:00 AM,6/25/2009 12:00:20 AM,1007,46,6
6/25/2009 12:00:00 AM,6/25/2009 12:00:20 AM,1008,71,10
6/25/2009 12:00:00 AM,6/25/2009 12:00:20 AM,1009,37,11
6/25/2009 12:00:20 AM,6/25/2009 12:00:40 AM,1001,45,7
6/25/2009 12:00:20 AM,6/25/2009 12:00:40 AM,1002,45,4
6/25/2009 12:00:20 AM,6/25/2009 12:00:40 AM,1003,48,4
6/25/2009 12:00:20 AM,6/25/2009 12:00:40 AM,1004,76,22
6/25/2009 12:00:20 AM,6/25/2009 12:00:40 AM,1005,12,13
6/25/2009 12:00:20 AM,6/25/2009 12:00:40 AM,1006,27,18
6/25/2009 12:00:20 AM,6/25/2009 12:00:40 AM,1007,48,15
6/25/2009 12:00:20 AM,6/25/2009 12:00:40 AM,1008,58,19
6/25/2009 12:00:20 AM,6/25/2009 12:00:40 AM,1009,77,4
6/25/2009 12:00:40 AM,6/25/2009 12:01:00 AM,1001,15,2
6/25/2009 12:00:40 AM,6/25/2009 12:01:00 AM,1002,53,18
6/25/2009 12:00:40 AM,6/25/2009 12:01:00 AM,1003,18,12
6/25/2009 12:00:40 AM,6/25/2009 12:01:00 AM,1004,37,3
6/25/2009 12:00:40 AM,6/25/2009 12:01:00 AM,1005,4,3
6/25/2009 12:00:40 AM,6/25/2009 12:01:00 AM,1006,6,15
6/25/2009 12:00:40 AM,6/25/2009 12:01:00 AM,1007,14,12
6/25/2009 12:00:40 AM,6/25/2009 12:01:00 AM,1008,27,21
6/25/2009 12:00:40 AM,6/25/2009 12:01:00 AM,1009,5,7
6/25/2009 12:01:00 AM,6/25/2009 12:01:20 AM,1001,77,1
6/25/2009 12:01:00 AM,6/25/2009 12:01:20 AM,1002,69,15
6/25/2009 12:01:00 AM,6/25/2009 12:01:20 AM,1003,31,3
6/25/2009 12:01:00 AM,6/25/2009 12:01:20 AM,1004,58,17
6/25/2009 12:01:00 AM,6/25/2009 12:01:20 AM,1005,19,17
6/25/2009 12:01:00 AM,6/25/2009 12:01:20 AM,1006,31,13
6/25/2009 12:01:00 AM,6/25/2009 12:01:20 AM,1007,45,2
6/25/2009 12:01:00 AM,6/25/2009 12:01:20 AM,1008,31,19
6/25/2009 12:01:00 AM,6/25/2009 12:01:20 AM,1009,44,14
6/25/2009 12:01:20 AM,6/25/2009 12:01:40 AM,1001,59,17
6/25/2009 12:01:20 AM,6/25/2009 12:01:40 AM,1002,34,19
6/25/2009 12:01:20 AM,6/25/2009 12:01:40 AM,1003,48,10
6/25/2009 12:01:20 AM,6/25/2009 12:01:40 AM,1004,74,5
6/25/2009 12:01:20 AM,6/25/2009 12:01:40 AM,1005,26,8
6/25/2009 12:01:20 AM,6/25/2009 12:01:40 AM,1006,26,1
6/25/2009 12:01:20 AM,6/25/2009 12:01:40 AM,1007,57,11
6/25/2009 12:01:20 AM,6/25/2009 12:01:40 AM,1008,2,7
6/25/2009 12:01:20 AM,6/25/2009 12:01:40 AM,1009,77,21
6/25/2009 12:01:40 AM,6/25/2009 12:02:00 AM,1001,66,1
6/25/2009 12:01:40 AM,6/25/2009 12:02:00 AM,1002,34,2
6/25/2009 12:01:40 AM,6/25/2009 12:02:00 AM,1003,27,18
6/25/2009 12:01:40 AM,6/25/2009 12:02:00 AM,1004,76,2
6/25/2009 12:01:40 AM,6/25/2009 12:02:00 AM,1005,16,21
6/25/2009 12:01:40 AM,6/25/2009 12:02:00 AM,1006,33,13
6/25/2009 12:01:40 AM,6/25/2009 12:02:00 AM,1007,58,22
6/25/2009 12:01:40 AM,6/25/2009 12:02:00 AM,1008,70,18
6/25/2009 12:01:40 AM,6/25/2009 12:02:00 AM,1009,4,6
6/25/2009 12:02:00 AM,6/25/2009 12:02:20 AM,1001,44,16
6/25/2009 12:02:00 AM,6/25/2009 12:02:20 AM,1002,11,21
6/25/2009 12:02:00 AM,6/25/2009 12:02:20 AM,1003,29,6
6/25/2009 12:02:00 AM,6/25/2009 12:02:20 AM,1004,36,13
6/25/2009 12:02:00 AM,6/25/2009 12:02:20 AM,1005,28,2
6/25/2009 12:02:00 AM,6/25/2009 12:02:20 AM,1006,58,22
6/25/2009 12:02:00 AM,6/25/2009 12:02:20 AM,1007,12,3
6/25/2009 12:02:00 AM,6/25/2009 12:02:20 AM,1008,58,12
6/25/2009 12:02:00 AM,6/25/2009 12:02:20 AM,1009,80,18
6/25/2009 12:02:20 AM,6/25/2009 12:02:40 AM,1001,68,8
6/25/2009 12:02:20 AM,6/25/2009 12:02:40 AM,1002,63,2
6/25/2009 12:02:20 AM,6/25/2009 12:02:40 AM,1003,4,9
6/25/2009 12:02:20 AM,6/25/2009 12:02:40 AM,1004,2,20
6/25/2009 12:02:20 AM,6/25/2009 12:02:40 AM,1005,15,20
6/25/2009 12:02:20 AM,6/25/2009 12:02:40 AM,1006,42,20
6/25/2009 12:02:20 AM,6/25/2009 12:02:40 AM,1007,20,17
6/25/2009 12:02:20 AM,6/25/2009 12:02:40 AM,1008,78,14
6/25/2009 12:02:20 AM,6/25/2009 12:02:40 AM,1009,33,17
6/25/2009 12:02:40 AM,6/25/2009 12:03:00 AM,1001,57,1
6/25/2009 12:02:40 AM,6/25/2009 12:03:00 AM,1002,60,12
6/25/2009 12:02:40 AM,6/25/2009 12:03:00 AM,1003,5,9
6/25/2009 12:02:40 AM,6/25/2009 12:03:00 AM,1004,66,12
6/25/2009 12:02:40 AM,6/25/2009 12:03:00 AM,1005,8,19
6/25/2009 12:02:40 AM,6/25/2009 12:03:00 AM,1006,28,16
6/25/2009 12:02:40 AM,6/25/2009 12:03:00 AM,1007,23,19
6/25/2009 12:02:40 AM,6/25/2009 12:03:00 AM,1008,31,1
6/25/2009 12:02:40 AM,6/25/2009 12:03:00 AM,1009,34,7
6/25/2009 12:03:00 AM,6/25/2009 12:03:20 AM,1001,62,11
6/25/2009 12:03:00 AM,6/25/2009 12:03:20 AM,1002,10,7
6/25/2009 12:03:00 AM,6/25/2009 12:03:20 AM,1003,66,2
6/25/2009 12:03:00 AM,6/25/2009 12:03:20 AM,1004,65,20
6/25/2009 12:03:00 AM,6/25/2009 12:03:20 AM,1005,46,4
6/25/2009 12:03:00 AM,6/25/2009 12:03:20 AM,1006,39,15
6/25/2009 12:03:00 AM,6/25/2009 12:03:20 AM,1007,1,6
6/25/2009 12:03:00 AM,6/25/2009 12:03:20 AM,1008,65,1
6/25/2009 12:03:00 AM,6/25/2009 12:03:20 AM,1009,36,1
6/25/2009 12:03:20 AM,6/25/2009 12:03:40 AM,1001,72,11
6/25/2009 12:03:20 AM,6/25/2009 12:03:40 AM,1002,16,11
6/25/2009 12:03:20 AM,6/25/2009 12:03:40 AM,1003,18,19
